row.names,Accession,MW.[kDa]
Q99LC8,Q99LC8,33.8
P18826,P18826,138.7
Q9D708,Q9D708,14.3
Q8R1Q9,Q8R1Q9,34.1
B1AX39,B1AX39,63
Q5SVL6,Q5SVL6,78.2
Q3TUU5,Q3TUU5,25.2
Q3UHD1,Q3UHD1,173.2
Q8VHP7,Q8VHP7,42.9
Q9D6K9,Q9D6K9,48.1
P35285,P35285,21.8
Q6P6M7,Q6P6M7,55.3
Q6P3Z3,Q6P3Z3,62.5
P84750,P84750,13.2
Q52KR3,Q52KR3,339.3
Q8BFR6,Q8BFR6,30.2
Q9R0E1,Q9R0E1,84.9
Q66GT5,Q66GT5,21.9
Q6PHZ5,Q6PHZ5,97
Q9JLR9,Q9JLR9,10.4
Q8VBW5,Q8VBW5,100.7
P01723,P01723,12.2
Q5H8C4,Q5H8C4,359.2
Q8VEK2,Q8VEK2,39.1
Q64512,Q64512,270.2
P51910,P51910,21.5
Q9QZR0,Q9QZR0,51.2
Q61458,Q61458,37.5
Q8VDZ4,Q8VDZ4,77.5
Q9R0N7,Q9R0N7,45.4
O70583,O70583,76.1
O35681,O35681,63.2
O35449,O35449,31.4
Q5DTX6,Q5DTX6,144.7
Q3TIR3,Q3TIR3,59.8
Q80V23,Q80V23,30.8
Q91YT2,Q91YT2,20.5
P03893,P03893,38.7
Q641K1,Q641K1,137.1
Q8K199,Q8K199,9.4
Q62559,Q62559,48.2
Q9DB85,Q9DB85,51
O35130,O35130,27
Q80ZF8,Q80ZF8,171.2
Q8C092,Q8C092,87
Q91YT8,Q91YT8,91.8
Q8R322,Q8R322,79.5
Q5NCH9,Q5NCH9,95.1
O88653,O88653,13.5
Q9JHP7,Q9JHP7,57.9
Q0PHV7,Q0PHV7,63.2
Q9Z0W1,Q9Z0W1,45.6
Q8VE52,Q8VE52,52.2
Q5ND29,Q5ND29,41.1
Q9R060,Q9R060,34.1
Q9D4V7,Q9D4V7,26.3
Q8K353,Q8K353,11.4
Q14DH7,Q14DH7,74.5
Q9CPQ8,Q9CPQ8,11.4
Q811P8,Q811P8,229.6
Q60722,Q60722,71.6
O54998,O54998,24.9
Q9CR09,Q9CR09,19.5
Q3U2A8,Q3U2A8,118.4
Q9D2R6,Q9D2R6,12
Q91WB7,Q91WB7,26
Q0VGY8,Q0VGY8,200.7
P22682,P22682,100.5
Q5NCR9,Q5NCR9,63.8
Q7M747,Q7M747,12.5
Q91YX5,Q91YX5,43.1
Q80Y24,Q80Y24,95.7
Q9D824,Q9D824,64.9
Q8BVU0,Q8BVU0,86.3
Q9R022,Q9R022,22.8
Q8BFQ8,Q8BFQ8,23.3
Q3UGX3,Q3UGX3,32.8
Q99LC9,Q99LC9,104.5
Q8VD33,Q8VD33,33.4
Q80X73,Q80X73,43.3
Q9D0J4,Q9D0J4,20.9
Q8BKY8,Q8BKY8,43.4
Q8C3Q9,Q8C3Q9,49.9
Q9CXE7,Q9CXE7,26.2
P83093,P83093,83.9
Q8BJ37,Q8BJ37,68.6
Q8R2Y8,Q8R2Y8,19.5
Q78KK3,Q78KK3,43
O54754,O54754,146.6
Q8C142,Q8C142,34
Q9Z175,Q9Z175,83.7
Q8VDT9,Q8VDT9,18.2
Q3TLI0,Q3TLI0,141.5
Q62073,Q62073,64.2
Q922M7,Q922M7,26
Q6NSU3,Q6NSU3,42
Q9QZR9,Q9QZR9,164
Q9Z2C4,Q9Z2C4,75.3
Q99K30,Q99K30,82.2
Q9JM93,Q9JM93,25.5
Q6PD24,Q6PD24,68
Q60829,Q60829,21.8
Q9D1H8,Q9D1H8,12.7
Q9WV95,Q9WV95,13.7
Q7TPH6,Q7TPH6,520.9
Q924Z4,Q924Z4,45
Q9D0D3,Q9D0D3,65.2
Q91WG4,Q91WG4,93
O70139,O70139,7.9
Q8C176,Q8C176,126.9
Q9JIX0,Q9JIX0,11.5
Q6ZQ03,Q6ZQ03,111.2
A6H8H2,A6H8H2,211.3
Q8K0P3,Q8K0P3,50.8
Q9R1E6,Q9R1E6,98.8
E9Q9D5,E9Q9D5,25.6
Q6P3A8,Q6P3A8,42.9
Q3V080,Q3V080,65.7
Q920R0,Q920R0,182.5
O35683,O35683,8.1
Q8C0L6,Q8C0L6,55.4
P61148,P61148,17.4
Q9DCM4,Q9DCM4,12
Q8BTZ5,Q8BTZ5,25.2
Q8R1E7,Q8R1E7,14.9
Q8K4E0,Q8K4E0,360
Q60805,Q60805,110.1
Q62311,Q62311,72.6
Q8R1T1,Q8R1T1,50.6
Q9WTZ1,Q9WTZ1,12.7
Q3UH93,Q3UH93,211.5
Q9CY66,Q9CY66,23.5
Q8BYW1,Q8BYW1,73.3
Q3UFS4,Q3UFS4,30.6
Q91WM2,Q91WM2,46.3
Q9JLM4,Q9JLM4,152.8
A2RSJ4,A2RSJ4,161.8
Q9CR84,Q9CR84,14.2
Q9DBU0,Q9DBU0,68.9
Q8CB44,Q8CB44,72.2
P47879,P47879,27.8
Q8JZR4,Q8JZR4,60.1
Q8BFZ2,Q8BFZ2,35.9
Q8K1A0,Q8K1A0,23.6
Q8BTG3,Q8BTG3,56.3
Q925N2,Q925N2,36.1
Q8CI04,Q8CI04,93.2
O88559,O88559,67.5
Q8K0B2,Q8K0B2,61
Q9ET66,Q9ET66,53.6
Q30D77,Q30D77,175.6
Q9JJV4,Q9JJV4,36.5
Q9D853,Q9D853,26.8
Q8K4G2,Q8K4G2,51.4
Q99P87,Q99P87,12.5
Q5SW45,Q5SW45,64.4
Q71KU9,Q71KU9,36.4
Q5FW85,Q5FW85,76.6
Q6ZPV2,Q6ZPV2,176.4
Q3TC72,Q3TC72,34.7
Q8VC33,Q8VC33,24.9
Q08857,Q08857,52.7
Q9Z2D3,Q9Z2D3,56.6
Q9JI33,Q9JI33,69.8
Q60596,Q60596,68.9
P52795,P52795,37.8
Q99P31,Q99P31,39.1
Q9CXD6,Q9CXD6,37.8
Q62406,Q62406,77.2
G5E8P0,G5E8P0,197.1
Q8VE38,Q8VE38,34.7
Q9CZP7,Q9CZP7,38.4
Q9DB29,Q9DB29,28
Q91ZN5,Q91ZN5,47.3
Q5PRF0,Q5PRF0,219.8
Q8R088,Q8R088,32.9
Q8CDJ8,Q8CDJ8,81.7
P97299,P97299,33.4
Q8BJ03,Q8BJ03,45.8
Q9DB26,Q9DB26,32.5
Q91V51,Q91V51,49.1
Q8R2N0,Q8R2N0,28
Q8VE95,Q8VE95,24.3
Q8BSZ2,Q8BSZ2,22
Q80YT7,Q80YT7,250.5
O70281,O70281,42.1
Q3UR70,Q3UR70,97.2
P41438,P41438,58.1
Q925T6,Q925T6,122
Q80YS6,Q80YS6,80.6
Q9Z1R4,Q9Z1R4,32
Q6GQT6,Q6GQT6,139.5
P63002,P63002,22
Q640L3,Q640L3,86.1
Q8VHG2,Q8VHG2,120.8
Q8BGQ6,Q8BGQ6,53.7
Q9DBM1,Q9DBM1,102.9
Q922X9,Q922X9,78.3
Q8BH27,Q8BH27,62.8
Q9Z0U0,Q9Z0U0,81.7
Q8CDM1,Q8CDM1,117.9
Q3UTH8,Q3UTH8,60.9
Q80WV3,Q80WV3,57.8
Q8BHE3,Q8BHE3,42.2
Q7TPQ3,Q7TPQ3,191.4
Q9CQE1,Q9CQE1,28.3
Q80YV3,Q80YV3,291.4
Q8CI75,Q8CI75,97.7
P01878,P01878,36.9
Q8K4X7,Q8K4X7,43.8
Q9ES89,Q9ES89,37.4
Q8BMS4,Q8BMS4,40.9
Q8VE85,Q8VE85,19
Q9CZX7,Q9CZX7,28
Q9CZR3,Q9CZR3,34
Q9D3D0,Q9D3D0,38.8
Q8CA71,Q8CA71,21.5
Q9JHN8,Q9JHN8,28.1
Q9WUX5,Q9WUX5,97.4
Q9ESJ0,Q9ESJ0,129.9
Q8R149,Q8R149,72.1
Q99J38,Q99J38,76.2
Q8R089,Q8R089,49
Q8K2B0,Q8K2B0,51.1
Q9D1B9,Q9D1B9,30.2
Q8K2C8,Q8K2C8,52.1
Q9DB00,Q9DB00,248.6
P62488,P62488,19.3
Q3ULF4,Q3ULF4,85.9
P29037,P29037,34.7
O55236,O55236,68.6
Q8CG19,Q8CG19,186.6
O08738,O08738,31.6
P70662,P70662,46.5
B8JK39,B8JK39,114.3
Q9CQL5,Q9CQL5,20.7
Q99PN3,Q99PN3,62.8
Q5SQF8,Q5SQF8,20.7
Q6DFV7,Q6DFV7,106.3
P51141,P51141,75.3
Q8VD26,Q8VD26,51.6
P34056,P34056,47.9
Q6VNB8,Q6VNB8,392.1
Q61122,Q61122,54
O35668,O35668,70.1
Q8C0T5,Q8C0T5,196.9
Q8CGA4,Q8CGA4,14.8
Q9D1R2,Q9D1R2,38.4
Q8VEL0,Q8VEL0,24.1
Q8BHZ4,Q8BHZ4,137.4
P63137,P63137,59.2
Q9JKL4,Q9JKL4,20.7
Q921Q3,Q921Q3,54.4
Q99LL5,Q99LL5,55.6
Q3U0K8,Q3U0K8,62.7
Q61733,Q61733,43.9
Q8WUR0,Q8WUR0,15.1
Q8C9S4,Q8C9S4,104.8
Q924T3,Q924T3,37
Q9DAT5,Q9DAT5,47.2
Q60738,Q60738,54.7
Q8CIR4,Q8CIR4,232.7
E9Q6B2,E9Q6B2,45.3
Q9JLJ1,Q9JLJ1,10.6
P27671,P27671,144
Q3TVI4,Q3TVI4,35.4
Q9ESJ4,Q9ESJ4,78.5
Q01705,Q01705,270.7
Q8BSF4,Q8BSF4,45.9
Q9JHH6,Q9JHH6,48.8
Q91X58,Q91X58,27.9
Q3ZK22,Q3ZK22,87.9
O35304,O35304,56.6
Q6PB51,Q6PB51,30.4
Q99M01,Q99M01,52.3
Q05722,Q05722,92
Q8QZR5,Q8QZR5,55.1
A1IGU4,A1IGU4,76.5
P70210,P70210,48.9
Q8BGB5,Q8BGB5,14.2
Q68ED3,Q68ED3,69.7
P35438,P35438,105.4
Q9EPV8,Q9EPV8,8.5
Q05A62,Q05A62,21.5
B2RWJ3,B2RWJ3,20
P70158,P70158,49.8
Q6NS46,Q6NS46,207.6
Q6ZWQ7,Q6ZWQ7,20.3
Q9DBB9,Q9DBB9,60.4
Q8JZP2,Q8JZP2,63.3
O35955,O35955,29
Q9JJE4,Q9JJE4,29.2
Q8BYI8,Q8BYI8,67
O08992,O08992,32.4
Q64191,Q64191,37
Q9D8V7,Q9D8V7,21.6
O88909,O88909,59.2
Q8C7K6,Q8C7K6,54.8
Q8CG70,Q8CG70,81.7
Q9CWY8,Q9CWY8,33.5
O08811,O08811,86.8
Q9CR27,Q9CR27,21.1
Q3UHK6,Q3UHK6,308.2
Q80WG5,Q80WG5,94.1
P61166,P61166,9.1
Q9DB32,Q9DB32,31.5
Q07231,Q07231,63
Q91V98,Q91V98,81.8
Q9EST3,Q9EST3,107.9
Q64018,Q64018,52.6
P39087,P39087,102.4
Q6P3Y5,Q6P3Y5,83.1
A1L314,A1L314,78.3
P70261,P70261,96.7
Q60632,Q60632,46.1
P53995,P53995,215.9
Q7TNC6,Q7TNC6,225.4
Q8BSI6,Q8BSI6,54.1
Q61337,Q61337,22.1
Q8BFY6,Q8BFY6,29.2
Q99K67,Q99K67,102.9
Q9EQJ0,Q9EQJ0,94.4
Q99N84,Q99N84,28.7
Q8C1S0,Q8C1S0,26.2
Q91VK4,Q91VK4,30.5
Q3UHH1,Q3UHH1,196.9
P59764,P59764,226.4
Q8R179,Q8R179,59.8
Q99N96,Q99N96,37.6
Q61127,Q61127,56.5
Q8CFI2,Q8CFI2,26.6
P70259,P70259,44.5
P54254,P54254,83.7
Q07079,Q07079,30.4
Q60771,Q60771,22.1
Q8C407,Q8C407,27.3
Q8CIV2,Q8CIV2,63.5
Q8CHT3,Q8CHT3,108.3
Q9CZT4,Q9CZT4,79.8
Q9WTS2,Q9WTS2,66.5
Q9Z1R3,Q9Z1R3,21.3
F8VQB6,F8VQB6,237.2
Q8R1K1,Q8R1K1,39
Q7TSF4,Q7TSF4,37.6
Q4KML4,Q4KML4,9
Q689Z5,Q689Z5,153.6
Q2PZL6,Q2PZL6,540
Q8R1C3,Q8R1C3,19.4
Q61391,Q61391,85.6
Q9WUK4,Q9WUK4,38.7
Q8K1R3,Q8K1R3,85.6
Q61409,Q61409,122.1
Q91YY4,Q91YY4,33.3
Q0P5W1,Q0P5W1,161
Q3UGF1,Q3UGF1,151.4
P04230,P04230,30.1
P49117,P49117,65.2
Q80VM4,Q80VM4,60.8
Q6NWW9,Q6NWW9,132.7
Q80ZV0,Q80ZV0,34.7
Q99NA9,Q99NA9,39.8
Q9DBG1,Q9DBG1,60.7
Q4FZC9,Q4FZC9,112
Q8BRG8,Q8BRG8,62.9
Q8K3G5,Q8K3G5,50.8
Q9DB52,Q9DB52,30.3
Q9QXJ1,Q9QXJ1,77.3
P98156,P98156,96.3
Q8BHE8,Q8BHE8,33
Q924T7,Q924T7,119.2
Q8K2Y9,Q8K2Y9,49.9
P04444,P04444,16.5
P16056,P16056,153.5
Q6A009,Q6A009,198.8
E9Q8I9,E9Q8I9,338.9
O70333,O70333,11.3
Q99N11,Q99N11,21
Q3UHH2,Q3UHH2,74.3
Q80TK0,Q80TK0,134
Q9D1F4,Q9D1F4,27.5
Q9R1W5,Q9R1W5,53.2
Q8CAS9,Q8CAS9,96.6
Q8CG14,Q8CG14,76.8
Q925J9,Q925J9,167
Q3TMP8,Q3TMP8,33.3
Q2MV57,Q2MV57,77.1
Q68ED2,Q68ED2,102.2
Q9D3U0,Q9D3U0,59.7
Q9DBU3,Q9DBU3,58.7
Q5RJG7,Q5RJG7,49.1
C0HK80,C0HK80,20.1
Q9JLK7,Q9JLK7,25.9
Q8K0D7,Q8K0D7,19.9
O08900,O08900,57.9
Q8R3P6,Q8R3P6,57.2
Q3UGS4,Q3UGS4,11.1
Q6YGZ1,Q6YGZ1,60
Q9WTZ0,Q9WTZ0,18.2
Q64152,Q64152,22
Q921K9,Q921K9,22.2
Q9ER73,Q9ER73,46.3
P62305,P62305,10.8
Q921C5,Q921C5,93.3
Q8CFC7,Q8CFC7,76.8
Q9Z1K7,Q9Z1K7,243
Q6A0A2,Q6A0A2,81.6
Q00560,Q00560,102.4
Q9CWT3,Q9CWT3,23.5
Q9D659,Q9D659,33.5
Q9JL04,Q9JL04,167.3
Q62504,Q62504,398.5
Q91YI4,Q91YI4,46.3
Q99PN0,Q99PN0,65.5
Q80W37,Q80W37,41
Q6PB90,Q6PB90,87
Q8VCJ6,Q8VCJ6,38.5
Q9D3A9,Q9D3A9,49
Q0VGU4,Q0VGU4,68.2
P16390,P16390,58.5
P25799,P25799,105.5
G5E8B9,G5E8B9,118.5
A2AJB2,A2AJB2,11.9
P56581,P56581,46.8
Q80VC6,Q80VC6,32.4
Q9JI02,Q9JI02,12.6
Q8R4D1,Q8R4D1,64.7
Q4VBE4,Q4VBE4,110.7
Q9D7V2,Q9D7V2,23.7
Q3URQ0,Q3URQ0,105.1
Q9D0B5,Q9D0B5,17.3
Q8BKG3,Q8BKG3,117.5
Q99K95,Q99K95,33.9
Q61616,Q61616,49.6
Q8BRV5,Q8BRV5,34.6
Q8BLN5,Q8BLN5,83.1
Q9CRA9,Q9CRA9,29.4
Q9D8Y1,Q9D8Y1,21.5
Q8CHY3,Q8CHY3,75.8
Q8BQM4,Q8BQM4,74.3
Q91ZT5,Q91ZT5,86.5
Q80Z10,Q80Z10,149.3
Q61129,Q61129,67.2
Q8VCX6,Q8VCX6,47.5
O70551,O70551,73
Q9DAV9,Q9DAV9,32.6
Q80UN9,Q80UN9,52.4
Q61609,Q61609,74.1
Q6XUX1,Q6XUX1,104.8
P70424,P70424,138.5
Q6NS82,Q6NS82,57.5
Q8VC70,Q8VC70,40.7
Q7TPD3,Q7TPD3,161.1
Q9Z120,Q9Z120,30.6
P46662,P46662,69.7
Q61037,Q61037,201.9
P81069,P81069,45.6
P62069,P62069,42.4
Q80XB4,Q80XB4,195.6
Q6P549,Q6P549,138.9
Q9JM13,Q9JM13,56.8
Q9D8M7,Q9D8M7,55.8
Q9R1S0,Q9R1S0,22.6
Q63ZW7,Q63ZW7,198.4
O08792,O08792,62.6
P09174,P09174,9.6
Q924S2,Q924S2,42.9
Q9CX30,Q9CX30,34
Q7M6Z0,Q7M6Z0,46
P50428,P50428,53.7
Q6PB70,Q6PB70,119
Q8CJ19,Q8CJ19,223.6
Q64430,Q64430,161.9
Q99MR9,Q99MR9,121.4
Q8C4G9,Q8C4G9,63.5
P51612,P51612,104.5
P12961,P12961,23.9
Q8R5F7,Q8R5F7,115.9
Q8K2A7,Q8K2A7,82
Q9WUZ5,Q9WUZ5,21.7
Q8R2K4,Q8R2K4,67.2
Q91YU6,Q91YU6,72.5
Q9D1P2,Q9D1P2,52.5
Q7TMY7,Q7TMY7,117
Q8BW70,Q8BW70,116
Q9ERI5,Q9ERI5,46.5
O88974,O88974,144.5
Q8VD00,Q8VD00,20.8
Q9D8K3,Q9D8K3,26
Q08376,Q08376,50.9
Q70KF4,Q70KF4,412.8
Q04887,Q04887,56
Q9JLQ2,Q9JLQ2,78.7
O35704,O35704,52.5
Q9ERN0,Q9ERN0,36.4
Q9CQU3,Q9CQU3,23
Q9R0Y1,Q9R0Y1,56.5
Q8R5C8,Q8R5C8,70.8
Q6ZQE4,Q6ZQE4,49.8
Q64519,Q64519,46
Q8BMD5,Q8BMD5,59
Q9QZB9,Q9QZB9,20.1
P97287,P97287,35.2
Q99J85,Q99J85,52.3
Q6PCZ4,Q6PCZ4,101.6
Q8VI56,Q8VI56,211.8
Q9ERB5,Q9ERB5,78.3
Q9R1Q7,Q9R1Q7,16.6
P59281,P59281,125.1
Q9DBE9,Q9DBE9,95.5
Q8BG21,Q8BG21,18.3
Q8BHN0,Q8BHN0,41
Q9DBT4,Q9DBT4,69.7
Q9QZN1,Q9QZN1,75.6
Q80YR9,Q80YR9,96.5
Q9CPX7,Q9CPX7,15.2
P61406,P61406,160.4
Q9WTR5,Q9WTR5,78.1
O88575,O88575,70.6
Q9CQ88,Q9CQ88,22.7
Q8BYH8,Q8BYH8,323.7
Q9R1L5,Q9R1L5,170.9
A2RSY1,A2RSY1,96.1
Q9CQ28,Q9CQ28,29.9
P58854,P58854,103.4
Q8BZ60,Q8BZ60,99.5
P97412,P97412,425
Q9D4F2,Q9D4F2,31.7
Q5SWD9,Q5SWD9,92
Q3TLD5,Q3TLD5,59
Q8BZ97,Q8BZ97,70.8
P11088,P11088,35.7
Q8VCM5,Q8VCM5,39.8
Q8JZP9,Q8JZP9,72.4
Q99KK1,Q99KK1,29.2
Q8BR65,Q8BR65,38.1
O35387,O35387,31.6
Q8VDG7,Q8VDG7,43.5
Q8BI22,Q8BI22,128.4
Q62179,Q62179,91.3
Q9D162,Q9D162,11.5
O08970,O08970,44.5
Q922K7,Q922K7,86.7
O55187,O55187,60.5
P28828,P28828,163.5
Q80V94,Q80V94,124.8
O55003,O55003,21
Q5NCX5,Q5NCX5,167.5
Q811U4,Q811U4,83.7
O35450,O35450,38.3
P97770,P97770,56.4
Q8BGG9,Q8BGG9,46.6
Q8C172,Q8C172,44.8
Q9JL15,Q9JL15,36.1
Q8R0Y8,Q8R0Y8,35.2
Q9CQE6,Q9CQE6,22.9
P62257,P62257,20.6
Q9CWG9,Q9CWG9,16.3
Q9QZ67,Q9QZ67,65.7
Q9WV35,Q9WV35,25.6
Q61387,Q61387,12.4
Q6DG52,Q6DG52,12.8
Q7TPB0,Q7TPB0,76.6
O35682,O35682,35.3
Q9JJE7,Q9JJE7,51.4
Q3UHB1,Q3UHB1,63.1
Q9CQ90,Q9CQ90,17.7
Q9CRG1,Q9CRG1,63.2
Q9D8Y8,Q9D8Y8,27.8
Q8BJ64,Q8BJ64,66.4
P62307,P62307,9.7
Q78YZ6,Q78YZ6,14.1
P59997,P59997,132.6
W8DXL4,W8DXL4,74.8
Q9Z211,Q9Z211,28.1
Q7TNS2,Q7TNS2,8.6
Q8VEA4,Q8VEA4,15.5
Q9QXT5,Q9QXT5,29.7
P50992,P50992,33.5
Q80V26,Q80V26,38.6
Q99MB7,Q99MB7,25.5
P0C7N9,P0C7N9,14
Q9R0B6,Q9R0B6,172.2
Q8VEK6,Q8VEK6,46.8
Q9R0A0,Q9R0A0,41.2
Q91YP3,Q91YP3,35
Q9CZS3,Q9CZS3,19.6
P0C872,P0C872,35.9
P39429,P39429,56
Q62356,Q62356,34.5
Q9CWR2,Q9CWR2,49.1
P21570,P21570,16.2
P0C673,P0C673,46
Q8K215,Q8K215,10.8
Q8VDI7,Q8VDI7,45.5
Q9CQA9,Q9CQA9,20.7
Q8CHP6,Q8CHP6,105.3
P97471,P97471,60.3
Q9QYI6,Q9QYI6,25.6
Q9D0Q7,Q9D0Q7,35.4
Q3TP92,Q3TP92,28.4
Q61285,Q61285,83.4
Q9ERS5,Q9ERS5,47.4
Q04519,Q04519,69.9
Q9D2D9,Q9D2D9,37.6
Q9D8V0,Q9D8V0,41.7
A6PWD2,A6PWD2,163.6
Q9CR39,Q9CR39,38
Q9WUA5,Q9WUA5,36.9
Q8VDG5,Q8VDG5,33.8
Q149C2,Q149C2,71
Q924D0,Q924D0,43.3
Q9CZN4,Q9CZN4,46.8
Q8BH51,Q8BH51,6.4
Q80XP8,Q80XP8,38.5
Q8CE90,Q8CE90,59.3
Q8C804,Q8C804,95.6
P61961,P61961,9.1
Q91WP0,Q91WP0,75.5
Q8R5A3,Q8R5A3,74.3
Q8BVM4,Q8BVM4,49.5
Q6NZQ2,Q6NZQ2,76.9
O88593,O88593,20.5
P42337,P42337,124.3
P30204,P30204,50.1
Q9D0Y8,Q9D0Y8,13.6
P45481,P45481,265.3
Q8BIX3,Q8BIX3,31
Q8C0D0,Q8C0D0,36.3
Q60780,Q60780,48.1
Q9D6J3,Q9D6J3,36
Q99J56,Q99J56,28.8
Q8CDA1,Q8CDA1,127.5
Q8BVA5,Q8BVA5,37.3
Q80XC3,Q80XC3,93.5
O35153,O35153,12.4
O35474,O35474,53.7
Q9D958,Q9D958,18.2
Q8BGN2,Q8BGN2,22.4
A2RT67,A2RT67,143.8
Q9DCX1,Q9DCX1,31.1
Q03146,Q03146,101.1
Q8R2E9,Q8R2E9,53.5
Q9R0N8,Q9R0N8,57.2
Q3TEL6,Q3TEL6,74.5
Q811B5,Q811B5,21.2
Q60949,Q60949,141.9
Q69ZK0,Q69ZK0,184.8
O08600,O08600,32.2
Q3UQ28,Q3UQ28,165
Q3UHD3,Q3UHD3,147.3
Q91WB2,Q91WB2,29.7
Q9DB50,Q9DB50,18.9
Q8BYH7,Q8BYH7,72.8
Q8CFB4,Q8CFB4,66.9
Q8VDS4,Q8VDS4,35.7
Q66L44,Q66L44,74.1
Q9D125,Q9D125,19.9
Q99J21,Q99J21,65.5
P49300,P49300,34.6
O88939,O88939,60.2
B1AXH1,B1AXH1,132.3
Q64311,Q64311,34.6
Q6GYP7,Q6GYP7,229.2
Q91V24,Q91V24,236.7
Q8BND3,Q8BND3,133.9
Q6IQY5,Q6IQY5,71
Q4FZG9,Q4FZG9,10
Q62101,Q62101,102
P63089,P63089,18.9
Q80V24,Q80V24,31
Q8K2H1,Q8K2H1,43.8
P17125,P17125,46.9
Q8BYI6,Q8BYI6,60.2
Q8K299,Q8K299,53.6
Q8K2I1,Q8K2I1,48.8
Q8R0F5,Q8R0F5,37.5
Q8C341,Q8C341,139.1
P30987,P30987,37.1
Q8R0N6,Q8R0N6,49.9
Q9DCA5,Q9DCA5,41.2
P86046,P86046,40.5
Q9CSB4,Q9CSB4,132.7
A2AMM0,A2AMM0,41
Q9D9H8,Q9D9H8,41.7
Q9Z1L5,Q9Z1L5,122.7
Q03249,Q03249,43.2
Q61827,Q61827,17.5
Q6DYE8,Q6DYE8,98.6
J3QNX5,J3QNX5,42.4
Q5NCE8,Q5NCE8,49.3
Q8QZV2,Q8QZV2,31.4
Q68FD9,Q68FD9,209.1
Q8BGA7,Q8BGA7,49.9
Q6P1H6,Q6P1H6,106.1
Q3U5C8,Q3U5C8,80.3
Q9DC29,Q9DC29,93.7
Q8R124,Q8R124,69.9
Q7TNU7,Q7TNU7,54.4
Q3UHC0,Q3UHC0,175.7
Q8VI33,Q8VI33,29
Q9CXY1,Q9CXY1,55.5
Q80XS6,Q80XS6,75
Q78HU3,Q78HU3,28.7
Q6P1I6,Q6P1I6,84.2
Q60855,Q60855,74.8
Q9D6Z0,Q9D6Z0,25
Q9CX84,Q9CX84,24.7
Q9CQY1,Q9CQY1,15.2
Q5Y5T1,Q5Y5T1,43.9
Q9D0I6,Q9D0I6,51.7
Q8CDC7,Q8CDC7,49.5
Q8QZZ7,Q8QZZ7,19.5
Q8BZ36,Q8BZ36,90
Q3TUA9,Q3TUA9,39.9
Q9Z2M6,Q9Z2M6,13.2
Q8VCD7,Q8VCD7,119.9
Q922J6,Q922J6,24.2
Q3UUJ4,Q3UUJ4,48.2
Q8CF02,Q8CF02,9.2
Q3UTA9,Q3UTA9,28
E9Q942,E9Q942,9.9
Q61137,Q61137,144.8
Q08761,Q08761,74.9
Q8BUY5,Q8BUY5,31.8
Q9QYL7,Q9QYL7,30.6
Q9CR11,Q9CR11,26.5
P97783,P97783,10
P59041,P59041,24.7
P61080,P61080,16.6
P04940,P04940,11.6
Q9D8N2,Q9D8N2,40.4
Q8BLR9,Q8BLR9,40.2
Q9D486,Q9D486,86.2
P00375,P00375,21.6
Q3TGW2,Q3TGW2,62.9
Q9D8N6,Q9D8N6,28.4
Q8C7E7,Q8C7E7,36.1
Q9Z0S9,Q9Z0S9,20.6
Q91ZP9,Q91ZP9,43.4
Q640M1,Q640M1,87.2
Q6ZPK0,Q6ZPK0,75.5
Q80ZI1,Q80ZI1,23.1
Q91YU8,Q91YU8,52.7
P22366,P22366,33.7
Q7TSG1,Q7TSG1,112.5
P51448,P51448,58.8
Q6P2B1,Q6P2B1,104.1
Q8BNV1,Q8BNV1,63.3
Q9R1S8,Q9R1S8,92.5
Q9CRA4,Q9CRA4,34.8
Q9D0D4,Q9D0D4,35.3
Q9Z0W3,Q9Z0W3,158.1
Q99LG1,Q99LG1,27.4
Q9D1I5,Q9D1I5,19
Q9JLB9,Q9JLB9,60.5
Q8VCB2,Q8VCB2,78.1
Q99PW4,Q99PW4,27.4
P58686,P58686,9
P62046,P62046,79
Q921C3,Q921C3,259.1
O55102,O55102,14.3
Q9DBB5,Q9DBB5,22.8
P70392,P70392,135.6
P70298,P70298,154.6
Q8R3T5,Q8R3T5,23.7
P58501,P58501,104.8
Q8BH01,Q8BH01,75.9
Q99KF0,Q99KF0,113.4
P24456,P24456,57.2
Q7TMK6,Q7TMK6,83.3
Q8BND5,Q8BND5,82.7
Q80W03,Q80W03,63.1
Q8R395,Q8R395,24.5
Q9CY45,Q9CY45,24.5
Q8BH75,Q8BH75,35.9
Q8C2L6,Q8C2L6,55.4
Q9CY52,Q9CY52,34.9
Q8VDC0,Q8VDC0,101.4
Q99LD9,Q99LD9,38.9
Q9CZP0,Q9CZP0,23.4
Q8K337,Q8K337,112.7
Q4VAE3,Q4VAE3,24.9
Q9CX11,Q9CX11,28.4
Q5BLK4,Q5BLK4,169
P49290,P49290,81.3
Q62052,Q62052,91.8
P61514,P61514,10.3
Q9CQ40,Q9CQ40,19.1
Q9Z2D8,Q9Z2D8,32.1
O88491,O88491,283.9
Q5DU02,Q5DU02,59.9
P62342,P62342,22.3
Q9JME7,Q9JME7,16
Q8BGD5,Q8BGD5,90
O70421,O70421,71.1
Q9D009,Q9D009,24.9
Q8BHC9,Q8BHC9,55.5
Q9Z2P8,Q9Z2P8,11.4
P59648,P59648,8.5
Q3U182,Q3U182,73.2
Q9QY33,Q9QY33,28
Q8R5L3,Q8R5L3,101.6
Q9DC48,Q9DC48,65.4
Q91X05,Q91X05,42.3
P33587,P33587,51.8
